[07:14:27]  ***************** Server program started just right now! *****************
[07:23:17]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:23:27]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:23:37]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:23:47]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:23:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:24:07]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:24:17]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:24:27]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:24:37]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:24:47]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:24:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:25:07]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:25:17]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:25:27]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:25:37]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:25:47]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:25:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:26:07]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:26:17]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:26:27]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:26:37]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:26:47]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:26:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:27:07]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:27:17]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:27:27]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:27:37]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:27:47]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:27:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:28:07]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:28:17]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:28:27]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:28:37]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:28:47]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[07:28:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node 172.20.0.3 is logged in
[09:08:09]  172.20.0.3 exit not intentionally.
[09:08:09]  All nodes connected in the network: dict_keys(['172.20.0.9', '172.20.0.7', '172.20.0.8', '172.20.0.4', '172.20.0.6', '172.20.0.5', '172.20.0.3'])
[09:08:09]  All nodes connected in the network: dict_keys(['172.20.0.9', '172.20.0.7', '172.20.0.8', '172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.6'])
[09:08:09]  Node(s) [] is in the network and node(s)['172.20.0.3'] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  172.20.0.6 exit not intentionally.
[09:08:09]  Node 172.20.0.6 is logged in
[09:08:09]  All nodes connected in the network: dict_keys(['172.20.0.5', '172.20.0.3', '172.20.0.8', '172.20.0.4', '172.20.0.9', '172.20.0.7'])
[09:08:09]  All nodes connected in the network: dict_keys(['172.20.0.5', '172.20.0.3', '172.20.0.8', '172.20.0.4', '172.20.0.9', '172.20.0.7', '172.20.0.6'])
[09:08:09]  Node(s) ['172.20.0.5'] is in the network and node(s)['172.20.0.6'] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node 172.20.0.3 is logged in
[09:08:09]  172.20.0.3 exit not intentionally.
[09:08:09]  All nodes connected in the network: dict_keys(['172.20.0.9', '172.20.0.4', '172.20.0.5', '172.20.0.7', '172.20.0.6', '172.20.0.8'])
[09:08:09]  All nodes connected in the network: dict_keys(['172.20.0.5', '172.20.0.8', '172.20.0.4', '172.20.0.6', '172.20.0.7', '172.20.0.9', '172.20.0.3'])
[09:08:09]  Node(s) ['172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.8'] is in the network and node(s)['172.20.0.3'] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:09]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:10]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:10]  Node 172.20.0.4 is logged in
[09:08:10]  172.20.0.4 exit not intentionally.
[09:08:10]  All nodes connected in the network: dict_keys(['172.20.0.6', '172.20.0.7', '172.20.0.8', '172.20.0.9', '172.20.0.3', '172.20.0.5', '172.20.0.4'])
[09:08:10]  All nodes connected in the network: dict_keys(['172.20.0.7', '172.20.0.8', '172.20.0.9', '172.20.0.3', '172.20.0.5', '172.20.0.4'])
[09:08:10]  Node(s) ['172.20.0.5'] is in the network and node(s)['172.20.0.4'] have left.
[09:08:10]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:10]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:10]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:10]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:10]  Node 172.20.0.5 is logged in
[09:08:10]  172.20.0.5 exit not intentionally.
[09:08:10]  All nodes connected in the network: dict_keys(['172.20.0.9', '172.20.0.3', '172.20.0.7', '172.20.0.6', '172.20.0.4', '172.20.0.8', '172.20.0.5'])
[09:08:10]  All nodes connected in the network: dict_keys(['172.20.0.9', '172.20.0.3', '172.20.0.7', '172.20.0.6', '172.20.0.4', '172.20.0.8', '172.20.0.5'])
[09:08:10]  Node(s) [] is in the network and node(s)['172.20.0.5'] have left.
[09:08:11]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:11]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:11]  Node 172.20.0.8 is logged in
[09:08:11]  172.20.0.8 exit not intentionally.
[09:08:11]  All nodes connected in the network: dict_keys(['172.20.0.5', '172.20.0.7', '172.20.0.4', '172.20.0.6', '172.20.0.9', '172.20.0.3'])
[09:08:11]  All nodes connected in the network: dict_keys(['172.20.0.5', '172.20.0.7', '172.20.0.4', '172.20.0.6', '172.20.0.9', '172.20.0.3', '172.20.0.8'])
[09:08:11]  Node(s) ['172.20.0.7', '172.20.0.9'] is in the network and node(s)['172.20.0.8'] have left.
[09:08:11]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:11]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:11]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:08:11]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node 172.20.0.4 is logged in
[09:11:57]  172.20.0.4 exit not intentionally.
[09:11:57]  All nodes connected in the network: dict_keys(['172.20.0.5', '172.20.0.8', '172.20.0.6', '172.20.0.7', '172.20.0.9', '172.20.0.3', '172.20.0.4'])
[09:11:57]  All nodes connected in the network: dict_keys(['172.20.0.5', '172.20.0.8', '172.20.0.6', '172.20.0.7', '172.20.0.9', '172.20.0.3', '172.20.0.4'])
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.7', '172.20.0.9', '172.20.0.6'] is in the network and node(s)['172.20.0.4'] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  172.20.0.5 exit not intentionally.
[09:11:57]  Node 172.20.0.5 is logged in
[09:11:57]  All nodes connected in the network: dict_keys(['172.20.0.4', '172.20.0.7', '172.20.0.8', '172.20.0.6', '172.20.0.9', '172.20.0.3'])
[09:11:57]  All nodes connected in the network: dict_keys(['172.20.0.7', '172.20.0.6', '172.20.0.9', '172.20.0.3', '172.20.0.4', '172.20.0.8', '172.20.0.5'])
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.7', '172.20.0.9', '172.20.0.6'] is in the network and node(s)['172.20.0.5'] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  172.20.0.9 exit not intentionally.
[09:11:57]  All nodes connected in the network: dict_keys(['172.20.0.7', '172.20.0.5', '172.20.0.6', '172.20.0.8', '172.20.0.4', '172.20.0.3'])
[09:11:57]  Node 172.20.0.9 is logged in
[09:11:57]  Node(s) [] is in the network and node(s)['172.20.0.9'] have left.
[09:11:57]  All nodes connected in the network: dict_keys(['172.20.0.7', '172.20.0.3', '172.20.0.8', '172.20.0.4', '172.20.0.5', '172.20.0.6', '172.20.0.9'])
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  172.20.0.6 exit not intentionally.
[09:11:57]  Node 172.20.0.6 is logged in
[09:11:57]  All nodes connected in the network: dict_keys(['172.20.0.9', '172.20.0.5', '172.20.0.4', '172.20.0.7', '172.20.0.8', '172.20.0.3', '172.20.0.6'])
[09:11:57]  All nodes connected in the network: dict_keys(['172.20.0.9', '172.20.0.5', '172.20.0.4', '172.20.0.7', '172.20.0.8', '172.20.0.3'])
[09:11:57]  Node(s) ['172.20.0.7'] is in the network and node(s)['172.20.0.6'] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
[09:11:57]  Node(s) ['172.20.0.3', '172.20.0.4', '172.20.0.5', '172.20.0.9', '172.20.0.7', '172.20.0.6', '172.20.0.8'] is in the network and node(s)[] have left.
